location_id,year_id,mean_value
17,1999,0.594875789
17,2000,0.599529517
17,2001,0.603256871
17,2002,0.607425454
17,2003,0.612306481
17,2004,0.61754614
17,2005,0.622984243
17,2006,0.628759369
17,2007,0.63477272
17,2008,0.64093105
17,2009,0.647096328
17,2010,0.653597091
17,2011,0.660727611
17,2012,0.668536932
17,2013,0.676200577
17,2014,0.683885527
17,2015,0.69117744
17,2016,0.698090459
17,2017,0.704709785
17,2018,0.710863279
17,2019,0.716521362
17,2020,0.72106156
17,2021,0.725545978
17,2022,0.728565974
17,2023,0.730697976
18,1950,0.242028101
18,1951,0.245758761
18,1952,0.249328802
18,1953,0.252999133
18,1954,0.256550258
18,1955,0.260143637
18,1956,0.263701983
18,1957,0.267488556
18,1958,0.27135793
18,1959,0.275905657
18,1960,0.281282077
18,1961,0.287084932
18,1962,0.293307646
18,1963,0.299822058
18,1964,0.306369982
18,1965,0.312930409
18,1966,0.319753043
18,1967,0.326083649
18,1968,0.332031137
18,1969,0.337625164
18,1970,0.343994551
18,1971,0.350201207
18,1972,0.356273677
18,1973,0.362672796
18,1974,0.368993491
18,1975,0.376104052
18,1976,0.384375049
18,1977,0.393200274
18,1978,0.402035657
18,1979,0.410529256
18,1980,0.418606312
18,1981,0.42664913
18,1982,0.434788759
18,1983,0.442850308
18,1984,0.451026983
18,1985,0.458936584
18,1986,0.466355777
18,1987,0.473864279
18,1988,0.481931995
18,1989,0.490477192
18,1990,0.499392746
18,1991,0.508251875
18,1992,0.517277569
18,1993,0.526283372
18,1994,0.535140174
18,1995,0.544111882
18,1996,0.55272585
18,1997,0.559773361
18,1998,0.565070757
18,1999,0.569917696
18,2000,0.574239749
18,2001,0.578126001
18,2002,0.582046604
18,2003,0.586190838
18,2004,0.590512844
18,2005,0.594837575
18,2006,0.599385846
18,2007,0.604279491
18,2008,0.609785036
18,2009,0.615756341
18,2010,0.621066407
18,2011,0.624933568
18,2012,0.629909265
18,2013,0.635595171
18,2014,0.641265557
18,2015,0.647011729
18,2016,0.652880826
18,2017,0.658824844
18,2018,0.664802489
18,2019,0.670527964
18,2020,0.675101293
18,2021,0.679413351
18,2022,0.683479273
18,2023,0.68718778
19,1950,0.117627793
19,1951,0.118129012
19,1952,0.118713562
19,1953,0.119487444
19,1954,0.120421528
19,1955,0.121555328
19,1956,0.122842561
19,1957,0.124237344
19,1958,0.12569963
19,1959,0.12729262
19,1960,0.128977047
19,1961,0.13096155
19,1962,0.133093627
19,1963,0.135315522
19,1964,0.137640918
19,1965,0.140413682
19,1966,0.143286582
19,1967,0.146340776
19,1968,0.14980341
19,1969,0.153749559
19,1970,0.156990054
19,1971,0.161000043
19,1972,0.16528105
19,1973,0.169866998
19,1974,0.174734266
19,1975,0.179202083
19,1976,0.184109194
19,1977,0.189389143
19,1978,0.194997002
19,1979,0.200940105
19,1980,0.206254281
19,1981,0.212296718
19,1982,0.218525403
19,1983,0.22498707
19,1984,0.231769752
19,1985,0.238183735
19,1986,0.245245956
19,1987,0.252612249
19,1988,0.260316
19,1989,0.268188785
19,1990,0.275587436
19,1991,0.28384965
19,1992,0.292706935
19,1993,0.302046096
19,1994,0.311520106
19,1995,0.32070185
19,1996,0.330009647
19,1997,0.338722961
19,1998,0.346379051
19,1999,0.349925122
19,2000,0.353945828
19,2001,0.359413086
19,2002,0.364064524
19,2003,0.368422747
19,2004,0.372673969
19,2005,0.376941104
19,2006,0.380654583
19,2007,0.385311309
19,2008,0.391138884
19,2009,0.398176211
19,2010,0.405463443
19,2011,0.4128863
19,2012,0.420200936
19,2013,0.427006421
19,2014,0.433586591
19,2015,0.439475885
19,2016,0.445047758
19,2017,0.449344849
19,2018,0.452871404
19,2019,0.458625697
19,2020,0.465875872
19,2021,0.476931005
19,2022,0.483069434
19,2023,0.484532958
20,1950,0.220332627
20,1951,0.223983468
20,1952,0.227754237
20,1953,0.231637294
20,1954,0.235695401
20,1955,0.239964888
20,1956,0.244396432
